ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link
PBI-1037,PowerBI,Critical,In Progress,Security Ops,Gateway connection error,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-19 14:00:00,2025-01-21 00:00:00,https://app.powerbi.com/reports/PBI-1037
TAB-1164,Tableau,Medium,In Progress,Helpdesk,Permission denied on shared dashboard,Dashboard not showing newly ingested records.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-21 20:00:00,2025-01-22 10:00:00,https://tableau.example.com/views/TAB-1164
TAB-1029,Tableau,Medium,Closed,Network Ops,Dashboard filter not working,Interactive filters returning empty result set.,Incorrect join logic in data model,Optimized query and reindexed table.,2025-01-31 03:00:00,2025-02-01 03:00:00,https://tableau.example.com/views/TAB-1029
JIRA-1037,Jira,Low,Resolved,DevOps,High CPU usage on server,Application not responding after deployment activities.,Memory leak issue,Optimized memory allocation and redeployed.,2025-01-07 18:00:00,2025-01-10 07:00:00,https://jira.example.com/browse/JIRA-1037
CW-1179,CloudWatch,Medium,In Progress,Helpdesk,Lambda timeout errors increasing,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Optimized Lambda execution time.,2025-01-11 11:00:00,2025-01-13 01:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1179
TAB-1174,Tableau,High,Resolved,DBA Team,Permission denied on shared dashboard,Users experiencing delay in loading components.,Network throttling issue,Optimized query and reindexed table.,2025-01-13 00:00:00,2025-01-14 14:00:00,https://tableau.example.com/views/TAB-1174
PBI-1069,PowerBI,Low,Open,Security Ops,Row-level security not applied,Scheduled data refresh encountered failure due to timeout.,Gateway server under maintenance,Reconfigured gateway settings and validated connectivity.,2025-01-01 02:00:00,2025-01-03 05:00:00,https://app.powerbi.com/reports/PBI-1069
CW-1171,CloudWatch,High,Open,Cloud Team,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,High read/write operations,Scaled instance type.,2025-02-07 21:00:00,2025-02-10 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1171
CW-1082,CloudWatch,Critical,In Progress,DBA Team,RDS free storage space critically low,Elevated latency impacting application performance.,Unoptimized workload placement,Increased allocated resources.,2025-01-12 16:00:00,2025-01-14 00:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1082
CW-1094,CloudWatch,Critical,Open,DevOps,CloudWatch alarm triggered for CPU threshold,Failure trend observed across multiple Lambda executions.,Infinite loop execution,Optimized Lambda execution time.,2025-02-06 01:00:00,2025-02-08 23:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1094
JIRA-1194,Jira,High,Resolved,DevOps,Database timeout issue,Database query execution time exceeding normal threshold.,Database deadlock,Restarted impacted service and cleared cache.,2025-01-28 16:00:00,2025-01-31 14:00:00,https://jira.example.com/browse/JIRA-1194
CW-1084,CloudWatch,Low,In Progress,DBA Team,RDS free storage space critically low,Database storage reaching capacity limits.,Unoptimized workload placement,Increased allocated resources.,2025-01-21 10:00:00,2025-01-22 20:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1084
CW-1093,CloudWatch,High,Resolved,Network Ops,CloudWatch alarm triggered for CPU threshold,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Increased allocated resources.,2025-01-07 01:00:00,2025-01-09 11:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1093
PBI-1103,PowerBI,High,Open,Helpdesk,Gateway connection error,Visuals stuck loading indefinitely.,Gateway authentication failure,Corrected data transformation steps.,2025-01-20 12:00:00,2025-01-23 01:00:00,https://app.powerbi.com/reports/PBI-1103
CW-1173,CloudWatch,Critical,Open,Cloud Team,ELB target health check failures,Database storage reaching capacity limits.,High read/write operations,Optimized Lambda execution time.,2025-02-01 09:00:00,2025-02-04 01:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1173
CW-1069,CloudWatch,Critical,Resolved,Helpdesk,ELB target health check failures,Auto-recovery event performed by AWS.,High read/write operations,Increased allocated resources.,2025-01-31 19:00:00,2025-02-01 21:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1069
CW-1172,CloudWatch,Critical,Open,Security Ops,ELB target health check failures,Failure trend observed across multiple Lambda executions.,Unbalanced traffic routing,Increased allocated resources.,2025-02-07 05:00:00,2025-02-07 20:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1172
JIRA-1162,Jira,Medium,Open,Cloud Team,Disk space running low,System detected performance degradation across multiple nodes.,Firewall misconfiguration,Optimized memory allocation and redeployed.,2025-01-28 04:00:00,2025-01-31 03:00:00,https://jira.example.com/browse/JIRA-1162
CW-1151,CloudWatch,High,Closed,Network Ops,CloudWatch alarm triggered for CPU threshold,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-15 18:00:00,2025-01-16 07:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1151
JIRA-1152,Jira,Low,In Progress,Security Ops,High CPU usage on server,Authentication request failed repeatedly for end users.,Database deadlock,Renewed authentication certificate.,2025-01-11 21:00:00,2025-01-13 14:00:00,https://jira.example.com/browse/JIRA-1152
PBI-1157,PowerBI,Critical,Resolved,DevOps,Incorrect KPI values displayed,Unable to connect to on-prem data gateway.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-07 02:00:00,2025-01-09 21:00:00,https://app.powerbi.com/reports/PBI-1157
PBI-1172,PowerBI,Critical,Open,Cloud Team,Report visuals not rendering,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-02-07 21:00:00,2025-02-10 04:00:00,https://app.powerbi.com/reports/PBI-1172
CW-1075,CloudWatch,Low,In Progress,DBA Team,Lambda timeout errors increasing,Elevated latency impacting application performance.,High read/write operations,Increased allocated resources.,2025-01-22 00:00:00,2025-01-23 06:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1075
JIRA-1111,Jira,High,Open,Cloud Team,User unable to login,Service unreachable due to network routing failure.,Database deadlock,Optimized memory allocation and redeployed.,2025-02-04 17:00:00,2025-02-06 17:00:00,https://jira.example.com/browse/JIRA-1111
TAB-1026,Tableau,Critical,Open,Network Ops,Permission denied on shared dashboard,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-02-05 18:00:00,2025-02-07 21:00:00,https://tableau.example.com/views/TAB-1026
CW-1192,CloudWatch,Low,Open,DBA Team,RDS free storage space critically low,Database storage reaching capacity limits.,Unoptimized workload placement,Increased allocated resources.,2025-02-04 02:00:00,2025-02-05 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1192
JIRA-1103,Jira,Medium,Closed,DBA Team,User unable to login,Users reported service disruptions affecting business workflow.,SSL handshake failure,Resolved deadlock and restarted DB instance.,2025-01-31 18:00:00,2025-02-02 12:00:00,https://jira.example.com/browse/JIRA-1103
PBI-1021,PowerBI,Low,Resolved,Security Ops,Slow dataset refresh performance,Users reported mismatched revenue numbers in dashboard.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-10 02:00:00,2025-01-12 01:00:00,https://app.powerbi.com/reports/PBI-1021
PBI-1019,PowerBI,Medium,Closed,Network Ops,Report visuals not rendering,Visuals stuck loading indefinitely.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-19 13:00:00,2025-01-20 07:00:00,https://app.powerbi.com/reports/PBI-1019
JIRA-1119,Jira,Critical,Open,Cloud Team,Disk space running low,System detected performance degradation across multiple nodes.,Memory leak issue,Restarted impacted service and cleared cache.,2025-01-19 06:00:00,2025-01-20 06:00:00,https://jira.example.com/browse/JIRA-1119
JIRA-1053,Jira,Critical,In Progress,DBA Team,Email service outage,Database query execution time exceeding normal threshold.,Database deadlock,Renewed authentication certificate.,2025-01-19 13:00:00,2025-01-21 22:00:00,https://jira.example.com/browse/JIRA-1053
JIRA-1151,Jira,Low,Closed,Helpdesk,503 service unavailable,Authentication request failed repeatedly for end users.,Memory leak issue,Resolved deadlock and restarted DB instance.,2025-01-09 15:00:00,2025-01-12 13:00:00,https://jira.example.com/browse/JIRA-1151
PBI-1003,PowerBI,Medium,In Progress,Network Ops,Report visuals not rendering,Visuals stuck loading indefinitely.,Gateway server under maintenance,Reconfigured gateway settings and validated connectivity.,2025-01-25 03:00:00,2025-01-25 14:00:00,https://app.powerbi.com/reports/PBI-1003
CW-1153,CloudWatch,Medium,In Progress,Security Ops,CloudWatch alarm triggered for CPU threshold,Auto-recovery event performed by AWS.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-02-06 10:00:00,2025-02-07 13:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1153
TAB-1007,Tableau,High,Resolved,Security Ops,Permission denied on shared dashboard,Users experiencing delay in loading components.,Data source credentials expired,Updated credentials and reran extract.,2025-02-10 02:00:00,2025-02-11 11:00:00,https://tableau.example.com/views/TAB-1007
CW-1077,CloudWatch,Low,In Progress,Network Ops,Lambda timeout errors increasing,Elevated latency impacting application performance.,High read/write operations,Increased allocated resources.,2025-02-08 22:00:00,2025-02-10 11:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1077
CW-1018,CloudWatch,High,Open,DevOps,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-25 01:00:00,2025-01-27 20:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1018
JIRA-1008,Jira,High,Closed,Network Ops,Disk space running low,Users reported service disruptions affecting business workflow.,Memory leak issue,Renewed authentication certificate.,2025-01-05 08:00:00,2025-01-06 20:00:00,https://jira.example.com/browse/JIRA-1008
CW-1051,CloudWatch,Low,Closed,Security Ops,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,Infinite loop execution,Scaled instance type.,2025-01-02 05:00:00,2025-01-03 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1051
JIRA-1036,Jira,Critical,Closed,Cloud Team,VPN connection failure,Service unreachable due to network routing failure.,SSL handshake failure,Resolved deadlock and restarted DB instance.,2025-01-28 06:00:00,2025-01-29 01:00:00,https://jira.example.com/browse/JIRA-1036
PBI-1052,PowerBI,Medium,Closed,Cloud Team,Row-level security not applied,Users reported mismatched revenue numbers in dashboard.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-15 23:00:00,2025-01-17 00:00:00,https://app.powerbi.com/reports/PBI-1052
TAB-1053,Tableau,Critical,Closed,Helpdesk,Extract refresh failed,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-20 11:00:00,2025-01-22 16:00:00,https://tableau.example.com/views/TAB-1053
TAB-1103,Tableau,High,Open,Network Ops,Extract refresh failed,Scheduled extract refresh failure detected.,Data source credentials expired,Optimized query and reindexed table.,2025-01-05 20:00:00,2025-01-07 18:00:00,https://tableau.example.com/views/TAB-1103
CW-1006,CloudWatch,Critical,Open,DBA Team,RDS free storage space critically low,Database storage reaching capacity limits.,High read/write operations,Optimized Lambda execution time.,2025-02-10 05:00:00,2025-02-11 19:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1006
PBI-1179,PowerBI,High,In Progress,Security Ops,Slow dataset refresh performance,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-23 19:00:00,2025-01-23 22:00:00,https://app.powerbi.com/reports/PBI-1179
PBI-1187,PowerBI,High,Open,Security Ops,Slow dataset refresh performance,Scheduled data refresh encountered failure due to timeout.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-09 23:00:00,2025-01-11 04:00:00,https://app.powerbi.com/reports/PBI-1187
TAB-1062,Tableau,Medium,Resolved,Cloud Team,Dashboard filter not working,Users experiencing delay in loading components.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-02-06 07:00:00,2025-02-06 13:00:00,https://tableau.example.com/views/TAB-1062
TAB-1097,Tableau,High,In Progress,Security Ops,Missing data in visualization,Interactive filters returning empty result set.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-01-29 08:00:00,2025-01-31 01:00:00,https://tableau.example.com/views/TAB-1097
PBI-1014,PowerBI,Medium,Closed,Security Ops,Row-level security not applied,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Corrected data transformation steps.,2025-01-30 13:00:00,2025-01-31 02:00:00,https://app.powerbi.com/reports/PBI-1014
JIRA-1150,Jira,Critical,Resolved,DevOps,Application crash after update,System detected performance degradation across multiple nodes.,Network latency spike,Restarted impacted service and cleared cache.,2025-01-06 01:00:00,2025-01-08 05:00:00,https://jira.example.com/browse/JIRA-1150
CW-1036,CloudWatch,Critical,Closed,DBA Team,CloudWatch alarm triggered for CPU threshold,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-21 22:00:00,2025-01-21 23:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1036
CW-1112,CloudWatch,Critical,Resolved,DevOps,RDS free storage space critically low,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Optimized Lambda execution time.,2025-02-10 13:00:00,2025-02-13 01:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1112
PBI-1150,PowerBI,Low,Open,Cloud Team,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-01-09 12:00:00,2025-01-12 04:00:00,https://app.powerbi.com/reports/PBI-1150
